word	similarity
full-screen	1.0
affairs	0.792457604257
metallurgy	1.0
chin.	1.0
credentialed	1.0
mostly	0.786961161119
trans-alpine	1.0
plea-bargain	1.0
paramedics	1.0
that	0.878295562264
record-signing	1.0
relaxations	1.0
racers	1.0
toothed	1.0
injur	1.0
disappered	1.0
britches	1.0
affaire	1.0
workmates	1.0
diecasters	1.0
anti-epileptic	1.0
greenback	1.0
over-enthusiasm	1.0
concedes	0.741350907886
long-course	1.0
wall-to-wall	1.0
unknot	1.0
memebers	1.0
decifit	1.0
quick-moving	1.0
pelting	1.0
counter-spy	1.0
limitless	1.0
diminishing	1.0
vexing	1.0
cinematic	1.0
retroviruses	1.0
metrics	1.0
simplify	0.960690290175
non-commital	1.0
tensely	1.0
mouth	0.887428412223
violence.	1.0
reverence	1.0
conceded	0.76075419345
fluster	1.0
hardwoods	1.0
appetizing	1.0
expound	1.0
pro-clerical	1.0
singer	0.863304938867
singes	1.0
flowery	1.0
thaan	1.0
purges	1.0
state-directed	1.0
blood-type	1.0
nettle	1.0
neighouring	1.0
retro-style	1.0
tech	1.0
paneling	1.0
bitterly-contested	1.0
bruised	1.0
highly-targeted	1.0
calqued	1.0
conservative-led	1.0
scream	1.0
well-below	1.0
train-on	1.0
trompe	1.0
capacity-constrained	1.0
piece-meal	1.0
dual-deck	1.0
thiness	1.0
post-work	1.0
sweetner	1.0
loitered	1.0
schism	1.0
rediscovery	1.0
trafficers	1.0
ulcer	1.0
ldg	1.0
tempted	1.0
cheaply	0.95697180667
mellow	1.0
dovetailing	1.0
hounded	1.0
vindictive	1.0
apace	1.0
intersest	1.0
flowers	0.808490244608
clicked	1.0
hi-tech	1.0
excavator	1.0
graded	1.0
sweet-shops	1.0
virus-infected	1.0
cube-shaped	1.0
longer-established	1.0
kinase	1.0
lube	1.0
statehouse	1.0
tham	1.0
rich	0.728697254005
first-hole	1.0
truck-building	0.964447611322
vice-consul	1.0
memoir	1.0
critisised	1.0
four-tenths	1.0
plate	0.956766588266
antinuclear	1.0
remotest	1.0
intracavernous	1.0
incongruent	1.0
equity-backed	1.0
clumsiness	1.0
well-devised	1.0
overbooking	1.0
reflag	1.0
rugged	0.950860304047
information-access	1.0
databank	1.0
misreported	1.0
leasers	1.0
humidification	1.0
stoically	1.0
jaguar	0.671154133989
loan-based	1.0
rectal	1.0
nicely	0.967100386642
past-the-post	1.0
boarder	1.0
accordance	1.0
pretzel	1.0
patch	0.884250214381
eyelids	1.0
specially-invited	1.0
rehibilitation	1.0
corrent	1.0
apreciated	1.0
twice-daily	1.0
boarded	1.0
cull	1.0
surplusses	1.0
uncomfirmed	1.0
oppposition	1.0
re-instatement	1.0
heirloom	1.0
clarified	1.0
sensitivity	1.0
rootstock	1.0
shoveling	1.0
innevitable	1.0
aggrement	1.0
three-bedroom	1.0
disorganise	1.0
accesses	1.0
snowcats	1.0
once-teeming	1.0
accessing	1.0
rubout	1.0
clarifies	1.0
then-banned	1.0
bio-safety	1.0
chins	1.0
lots	0.841493355175
droves	1.0
overseas-owned	1.0
confirms	1.0
loth	1.0
loto	1.0
maddenly	1.0
ations	1.0
imprimatur	1.0
timber	1.0
proteases	1.0
ire	1.0
letting	0.899709095992
redistricting	1.0
retracing	1.0
extend	0.407366982853
nature	0.40306568013
preservationists	1.0
least-known	1.0
densely-packed	1.0
lapping	1.0
ultrasonics	1.0
polyols	1.0
rabble-rousing	1.0
twang	0.960721307069
pharisee	1.0
extent	0.414735920449
butions	1.0
tendons	1.0
atoms	0.63898334557
non-politicians	1.0
non-union	0.965891225148
cur	1.0
tyranny	0.815142984073
myoclonic	1.0
veer	0.950852990652
voyeuristic	1.0
leisure-oriented	1.0
sleepiest	1.0
semi-state	1.0
heating	0.893595394449
incense	0.958756313182
levitating	1.0
super-competitive	1.0
outsanding	1.0
high-yielding	0.830433468682
lossed	1.0
incapacitated	1.0
polyesters	1.0
range-bound	1.0
southeastern	1.0
fearlessly	1.0
eradicate	1.0
zigged	1.0
obscenity	1.0
mortified	1.0
assur	1.0
wherabouts	1.0
blonds	1.0
wearying	1.0
gypsies	1.0
unhealed	1.0
cult	1.0
ingress	1.0
minuses	1.0
month-long	1.0
surname	1.0
humming	1.0
organisational	1.0
joning	1.0
customisation	1.0
underdone	1.0
swathed	1.0
satellite-monitoring	1.0
triviality	1.0
union	0.125020717957
truck-load	1.0
overweighed	1.0
suffragette	1.0
fro	1.0
fair-trade	1.0
test-match	1.0
wheel-to-wheel	1.0
muck	0.906532472173
accoridng	1.0
much	0.723611673247
wine-cellar	1.0
fru	1.0
undistinguished	1.0
fry	1.0
mothball	1.0
tallest	0.959599230409
non-married	1.0
toning	1.0
baloon	1.0
overmanaging	1.0
ministeral	1.0
retrospect	1.0
spit	1.0
dataprocessing	1.0
vulernable	1.0
nightflight	1.0
conifers	1.0
allotting	1.0
ancestoral	1.0
down-river	1.0
export-driven	1.0
low-water	1.0
abstains	1.0
doubts	0.878465581568
business-related	1.0
two-hundredths	1.0
media-oriented	1.0
spin	0.649678754936
sixth-place	1.0
deicsion	1.0
single-plane	1.0
emploi	1.0
overflight	1.0
cul	1.0
pre-employment	1.0
tularaemia	1.0
by-election	1.0
data-communications	1.0
preempting	1.0
we'er	1.0
bargain-hunters	0.965764822134
contingencies	1.0
professionally	0.960079359315
paraglider	1.0
microbiological	1.0
naturel	1.0
disk-drive	1.0
miniature	1.0
unloading	1.0
mechanising	1.0
prostrate	1.0
reunion	0.957066410509
elaborate	0.775546674793
eaiser	1.0
exoneration	1.0
diminuation	1.0
climbed	0.29930406287
burglars	1.0
canoeing	1.0
local-area	1.0
riparian	1.0
prefixed	1.0
ditching	1.0
verges	1.0
two-drug	1.0
embargos	1.0
conditioned	1.0
counter-statements	1.0
eighteen	0.970059527012
wallowed	1.0
noncompetitive	1.0
conditioner	0.969722061689
controversy	0.309307936026
insatiable	1.0
serialisation	1.0
live-stock	1.0
bricklayer	1.0
bricks-and-mortar	1.0
memorial	1.0
victualling	1.0
ignored	0.926327283807
ogether	1.0
first-mover	1.0
possibiltiy	1.0
remand	1.0
mummified	1.0
miniaturize	1.0
democracies	0.960129634092
statemate	1.0
militar	1.0
split	0.689125690643
hydrocracking	1.0
brines	1.0
visitations	1.0
provincials	1.0
codename	1.0
principals	1.0
remans	1.0
tensive	1.0
chalking	1.0
effortlessly	0.960848759093
communally	1.0
chauvinistic	1.0
marcher	1.0
controversa	1.0
qualifications	0.927365245462
refit	1.0
polycyclic	1.0
marched	1.0
kittens	1.0
boiler	0.514136711565
rulebook	1.0
three-hole	1.0
card-based	1.0
torpedoed	1.0
cost-effectiveness	1.0
downwardly	1.0
midsized	1.0
self-doubt	1.0
furlough	1.0
radionuclides	1.0
peremptory	1.0
venant	1.0
militance	1.0
redeployments	1.0
mentors	1.0
darkside	1.0
lock-in	1.0
slim	0.596531845051
academic	0.626491662532
stillness	1.0
six-color	1.0
cineastes	1.0
architecural	1.0
low-middle	1.0
dirtying	1.0
video-on-demand	1.0
massaging	1.0
plaque	1.0
near-impossible	1.0
mortgage-lending	1.0
outlived	1.0
bellow	1.0
better-managed	1.0
mopier	1.0
lyssavirus	1.0
antagonists	1.0
leak-proof	1.0
agrobiotechnology	1.0
tax-processing	1.0
lubes	1.0
half-starved	1.0
consolidated	0.788247877347
visability	1.0
scuh	1.0
airbag	1.0
portrayed	0.966488248456
career-enhancing	1.0
lasso	1.0
claudication	1.0
terrific	0.904797089521
upsides	1.0
sweetly-struck	1.0
ham	1.0
duffer	1.0
out-of-town	1.0
on-growing	1.0
weeeks	1.0
espouses	1.0
had	0.631299011683
insubordination	0.959794771247
watercolour	1.0
duffed	1.0
over-booked	1.0
nondelivery	1.0
mistyped	1.0
beloved	0.972892854054
duffel	1.0
mar	1.0
has	0.641325210529
espoused	1.0
transition-related	1.0
power-producing	1.0
trip.	1.0
loyalism	1.0
unblinkingly	1.0
eldery	1.0
test-fire	1.0
municipal	0.59864780681
cysts	1.0
irretrievable	1.0
elders	0.95353997756
survival	0.886391651296
online	1.0
hazelnuts	1.0
unequivocally	1.0
palazzo	1.0
non-poverty	1.0
preceeds	1.0
indicative	1.0
compaction	1.0
saying	0.485125251478
clustered	0.967940691247
swamps	1.0
shadow	0.769336931575
replace	0.706343588683
annihiliation	1.0
riskiness	0.902664538078
working-to-rule	1.0
masonic	1.0
pennies	0.959976622326
six-cylinder	1.0
subseqently	1.0
fournir	1.0
emphasied	1.0
pro-liberalisation	1.0
experimentally	1.0
tier	1.0
misdemeanors	1.0
unabashedly	1.0
proofers	1.0
front-loading	1.0
assocated	1.0
unsinkable	1.0
crowd	0.74081408742
taing	1.0
walk-on	1.0
add	0.520538169604
mosques	1.0
ash	1.0
crown	0.932780243138
postmaster	1.0
proportionally	1.0
deflection	1.0
crows	1.0
mishit	1.0
bird-pollinated	1.0
prospectuses	1.0
re-escalation	1.0
late-winter	1.0
billboard	1.0
fiduciary	0.962293266849
below-inflation	1.0
decollectivisation	1.0
superstructure	1.0
botton	1.0
peerless	1.0
double-agent	1.0
lockdown	1.0
inhuman	1.0
plucked	1.0
nearsightedness	1.0
sledge	1.0
demystifying	1.0
six-axle	1.0
inflation-target	1.0
syphilis	1.0
depeartment	1.0
six-game	1.0
monetization	1.0
completly	1.0
sensitising	1.0
murrelet	1.0
non-exceptional	1.0
unequipped	1.0
low-yielding	1.0
giant-sized	1.0
varicose	1.0
black-and-blue	1.0
inter-continental	1.0
unbroadcast	1.0
orimulsion	1.0
narow	1.0
brigader	1.0
brigades	1.0
threes	1.0
stutter	0.961298021757
starring	1.0
mediocrity	1.0
filaments	1.0
three-to-nine	1.0
tax-supported	1.0
allthe	1.0
accelerations	1.0
visitng	1.0
stoker	1.0
stokes	1.0
behavour	1.0
restlessness	1.0
spaceships	1.0
walrus	1.0
decomissioning	1.0
anomalous	0.895224473619
cheese-filled	1.0
machinegun	1.0
officeholders	1.0
over-balanced	1.0
dermatologists	1.0
newly-emerging	1.0
stoked	1.0
lower-key	1.0
ribozymes	1.0
ill-founded	1.0
god-kings	1.0
reclassify	1.0
pre-tax	0.954798873571
university.	1.0
one-inch	1.0
predited	1.0
infraction	1.0
marshall	0.797175412228
honeymoon	0.9547776159
nongovernmental	1.0
district-based	1.0
administer	1.0
beings	1.0
one-fourth	0.84080955822
marshals	1.0
hallucinogenic	1.0
shoots	1.0
off-the-cuff	1.0
appropriators	1.0
supply-and-demand	1.0
stab	1.0
blood-coagulation	1.0
foothold	0.93285991453
approx.	1.0
coordinators	1.0
refinancings	1.0
altitude	1.0
lastest	1.0
mutiliated	1.0
tame	0.948679488363
systems.	1.0
publicly-traded	1.0
grasping	1.0
despises	1.0
tree-clearing	1.0
condensor	1.0
cautioning	1.0
rapes	1.0
medallists	1.0
contusions	1.0
imaged	1.0
adjournments	1.0
grooms	1.0
self-catheterisation	1.0
perfumes	1.0
waistcoat	1.0
trolley-buses	1.0
creator-god	1.0
lapses	1.0
hunkiest	1.0
denoting	1.0
nonvoting	0.96856424554
hot-tempered	0.959881840955
being.	1.0
de-stocking	0.966353331196
verde	0.967408207091
perfumed	0.960773432659
commercial-free	1.0
she-devils	1.0
spokesperson	0.72400839254
inabilty	1.0
safeguard	0.962599278768
incinerator	0.683328940616
www.company.com	1.0
unliveable	1.0
duel	0.953291646832
rousted	1.0
humbled	1.0
flawlessly	1.0
azo	1.0
arrays	1.0
poverty-ridden	1.0
morning	0.712335461637
fascist-like	1.0
smashes	1.0
dominants	1.0
break-up	0.955912507295
imporving	1.0
open-air	1.0
unanimous	1.0
servings	1.0
soldering	1.0
sportifs	1.0
duer	1.0
dues	1.0
refillable	1.0
passenger	0.712410134206
disgrace	1.0
unvieled	1.0
extenuated	1.0
megahertz	1.0
chipped	1.0
fourballs	1.0
age-groups	1.0
sanatoria	1.0
forestland	1.0
ana	0.911104242803
sentimentality	0.96745072859
coal-based	1.0
bedsheet	1.0
decapitation	1.0
timezone	1.0
slagheaps	1.0
fibroids	1.0
aveage	1.0
triangles	1.0
preconfirmation	1.0
slurring	1.0
mid-sixties	1.0
wading	1.0
eventual	1.0
minds.	1.0
storybook	1.0
use-by	1.0
oxygenated	1.0
rebelious	1.0
narrowband	1.0
underfed	1.0
role	0.349776573745
brent	0.965062092271
remanufactures	1.0
carbonaceous	1.0
tamely	1.0
oxygenates	1.0
truncheons	1.0
technology-oriented	1.0
time-keeping	1.0
diagonals	1.0
theorist	1.0
intend	0.806440742481
preannouncement	1.0
palms	0.960894802829
units.	1.0
apartheid-free	1.0
disctrict	1.0
outage	0.870225682559
contactor	1.0
plants.	1.0
president-for-life	1.0
much-admired	1.0
substitue	1.0
televsion	1.0
frustation	1.0
smelling	1.0
variable	0.965142996821
transporter	1.0
unrisked	1.0
hawker	1.0
camisoles	1.0
explosions	1.0
salmonella	0.643441598878
exuberantly	1.0
laughed	0.950605687413
multi-application	1.0
energy-rich	1.0
farewelling	1.0
multi-denominational	1.0
health-giving	1.0
toll-road	1.0
yield-lowering	1.0
worker-based	1.0
over-estimated	1.0
ordination	1.0
spirital	1.0
reversible	0.953276750403
stoking	0.967746429296
broker-based	1.0
over-estimates	1.0
erred	0.958700706471
higher-price	1.0
steelhead	1.0
jewel-encrusted	1.0
embrittled	1.0
gown	1.0
age-defying	1.0
disassociate	0.971117124299
whoever	1.0
scalps	1.0
machination	1.0
disaster-related	1.0
field-goal	1.0
fivefold	1.0
cushy	1.0
experiments	nan
phonenumber	1.0
bemedalled	1.0
bandits	1.0
serially	1.0
encourageing	1.0
chair	1.0
anti-fertility	1.0
economy-wide	1.0
co-prime	1.0
pressure-sensitive	1.0
injectible	1.0
amplification	1.0
grapples	1.0
qualtiy	1.0
cardlock	1.0
freelance	1.0
megawatts	1.0
photocopiers	1.0
fist	0.828434075074
crater	1.0
overregulation	1.0
grappled	1.0
cliched	0.979835770741
parimutuel	1.0
foreseable	1.0
macho	0.965508425759
poorly-constructed	1.0
taconite	1.0
methodical	1.0
boom/bust	1.0
tenacious	1.0
over-the-top	1.0
downloading	1.0
paychecks	1.0
forestries	1.0
jerk	1.0
slash-and-burn	1.0
strenghened	1.0
expandable	1.0
intake	0.960905770649
biopharmaceuticals	1.0
radioisotope	1.0
hardwork	1.0
stitchers	1.0
embark	1.0
gloomy	1.0
self-governments	1.0
instil	1.0
stays	0.929039360846
monetisation	1.0
southpaw	1.0
pranced	1.0
in-roads	1.0
exact	0.63155584449
minute	0.619824530537
currency-specific	1.0
ammounts	1.0
super-maximum	1.0
cooks	0.938915986555
super-regulator	1.0
dextropropoxyphene	1.0
prizemoney	1.0
valley	0.219050569666
advertising-related	1.0
twin-domed	1.0
btween	1.0
istitutions	1.0
skewed	1.0
refueled	1.0
pursue	0.219895407537
illustrators	1.0
too-low	1.0
two-seeded	1.0
defaults	0.944173849496
day-traders	1.0
threee	1.0
prefects	1.0
consititutional	1.0
once-booming	1.0
multiprocessing	1.0
once-prosperous	1.0
batsmen	1.0
mail-boxes	1.0
no-shows	1.0
director/officer	1.0
meadow	1.0
versatility	1.0
intial	1.0
hindered	0.974077696591
consolidates	1.0
copyrighted	1.0
lengthened	1.0
gnawed	1.0
values-based	1.0
shirts	0.96152486365
blose	1.0
catolog	1.0
patient	0.962405831511
six-seat	1.0
adorns	1.0
breakthough	1.0
halyards	1.0
bagging	1.0
headset	1.0
digtal	1.0
post-reform	1.0
crop-based	1.0
celebrated	0.954299488716
deep-cut	1.0
electrocutions	1.0
wayward	1.0
kabul	0.959488345186
cobalt-rich	1.0
econimic	1.0
paedophila	1.0
developping	1.0
re-delivery	1.0
geography	1.0
boost	0.259879857601
roller-blading	1.0
unintentionally	1.0
performant	1.0
drafted	0.907735402187
coccyx	1.0
oldies	1.0
climbs	0.962144239218
honour	1.0
terabytes	1.0
espcially	1.0
ankle-length	1.0
paedophile	1.0
credit-checking	1.0
nemesis	1.0
owuld	1.0
address	0.811583884858
mother-of-four	1.0
buy-writes	1.0
dwindling	1.0
volume-wise	1.0
rework	1.0
blunter	1.0
lock-stock-and-barrel	1.0
mafioso	1.0
enroll	0.957209826074
shamelessness	1.0
accomplishes	1.0
mafiosi	1.0
dusty	1.0
impacted	1.0
mooncakes	1.0
procedurally	1.0
red-ink	1.0
fivesome	1.0
drum-roll	1.0
snowbirds	1.0
irregulars	1.0
food-industry	1.0
abnormals	1.0
home-and-away	1.0
ill-fated	1.0
network-centered	1.0
tiedowns	1.0
retreatment	1.0
overnights	1.0
engineer	0.726183203114
stockbuilding	0.9657486174
apppears	1.0
umps	1.0
teamworking	1.0
overbilled	1.0
cacophony	1.0
ex-party	1.0
re-occuring	1.0
samba	1.0
public.	1.0
womenswear	1.0
betraying	1.0
earnout	1.0
overseas-funded	1.0
tour-opening	1.0
instal	1.0
ex-wives	1.0
long-maturity	1.0
househould	1.0
storeowners	1.0
undergone	1.0
scandal-ridden	1.0
working	0.441469692775
perished	1.0
chugs	1.0
wane	0.955344342574
publicly-announced	1.0
seeeing	1.0
bouys	1.0
sisterly	1.0
