word	similarity
semi-trailer	1.0
immunities	0.915549124145
connive	1.0
cockpit-style	1.0
developmental-stage	1.0
diamond-rich	1.0
ministries	0.798744328229
pro-employment	1.0
disturbed	0.963493098613
competed	0.967522436591
dentures	1.0
shrugged-off	1.0
ineffectively	1.0
loudness	1.0
all-news	1.0
ominious	1.0
stripe	1.0
size	0.519159371697
no-contests	1.0
lightened	0.95872227539
gangly	1.0
behaviourist	1.0
dawns	0.942877903745
disfigured	1.0
humanitarians	1.0
mail-fraud	1.0
maladies	1.0
single-wide	1.0
chevron	0.721942883184
multi-city	1.0
pronghorn	1.0
tusks	1.0
cordoned-off	1.0
reintroduces	1.0
highly-motivated	1.0
seizures	0.751657512539
seven-time	1.0
olds	0.910868422026
problem-solvers	1.0
service	0.754833716877
thenight	1.0
dissuasion	1.0
pre-planting	1.0
payless	1.0
short-circuit	1.0
zinfandel	1.0
drillsites	1.0
near-absolute	1.0
mind-boggling	0.975481874013
master	0.796429126566
predecessors	0.907526246476
mosaiced	1.0
fuzziness	1.0
genesis	0.963529244505
substaintial	1.0
chocolate-coloured	1.0
newly-fallen	1.0
briquetted	1.0
fuero	1.0
reclassifying	1.0
meltdowns	1.0
governmeent	1.0
crate	1.0
concessionaries	1.0
factory-built	1.0
three-bay	1.0
integrally	1.0
mutilated	0.963673933765
transtion	1.0
large-size	0.97754525252
non-interstate	0.974773899509
perimetre	1.0
heftiest	1.0
horrible	0.858316470372
stop-go	1.0
derisorily	1.0
maglev	1.0
one-storey	1.0
double-standard	1.0
heat-related	1.0
handcuffs	0.9501889198
non-beer	1.0
saeen	1.0
elying	1.0
regulator	0.870576132579
idle	0.734589960239
exclaimed	1.0
cannibalize	1.0
three-wicket	1.0
silky	0.964107545962
shampoos	1.0
feeling	0.880936678462
damning	1.0
excessivly	1.0
also-ran	0.973297655967
verify	0.94743865909
assertiveness	1.0
dollar-earning	1.0
longs	1.0
codeine	1.0
immediatley	1.0
spectrum	0.903399396298
craven	1.0
aroundand	1.0
brawny	0.97281776542
increment	0.929086455343
anti-angiogenic	1.0
arousal	1.0
thaw	0.97182343422
urinate	1.0
resignations	0.766576272765
full-screen	1.0
affairs	0.863817270685
metallurgy	1.0
chin.	1.0
credentialed	1.0
mostly	0.660658684361
trans-alpine	1.0
plea-bargain	1.0
paramedics	1.0
that	0.764121923157
record-signing	1.0
relaxations	1.0
racers	1.0
toothed	1.0
injur	1.0
disappered	1.0
britches	1.0
affaire	1.0
workmates	1.0
diecasters	1.0
anti-epileptic	1.0
greenback	0.974722657204
over-enthusiasm	1.0
concedes	0.616219230677
long-course	1.0
wall-to-wall	1.0
unknot	1.0
memebers	1.0
decifit	1.0
quick-moving	1.0
pelting	1.0
counter-spy	1.0
limitless	1.0
diminishing	0.969815985891
vexing	1.0
cinematic	0.965485712355
retroviruses	1.0
metrics	0.833544996728
simplify	0.925360385251
non-commital	1.0
tensely	1.0
mouth	0.941749100797
violence.	1.0
reverence	0.949176256551
conceded	0.690339301639
fluster	1.0
hardwoods	1.0
appetizing	0.96957399398
expound	1.0
pro-clerical	1.0
singer	0.87848038913
singes	1.0
flowery	1.0
thaan	1.0
purges	0.968421469101
state-directed	0.929854495239
blood-type	1.0
nettle	1.0
neighouring	1.0
retro-style	1.0
tech	0.957594851887
paneling	0.929153242324
bitterly-contested	1.0
bruised	1.0
highly-targeted	1.0
calqued	1.0
conservative-led	1.0
scream	0.931654959336
well-below	1.0
train-on	1.0
trompe	0.954897921758
capacity-constrained	1.0
piece-meal	1.0
dual-deck	1.0
thiness	1.0
post-work	1.0
sweetner	1.0
loitered	1.0
schism	1.0
rediscovery	1.0
trafficers	1.0
ulcer	1.0
ldg	1.0
tempted	0.935535294736
cheaply	0.89310059376
mellow	0.882818173948
dovetailing	1.0
hounded	0.972123428557
vindictive	1.0
apace	1.0
intersest	1.0
flowers	0.849188524403
clicked	0.977994874803
hi-tech	0.960754998225
excavator	0.945793926043
graded	1.0
sweet-shops	1.0
virus-infected	1.0
cube-shaped	1.0
longer-established	1.0
kinase	1.0
lube	1.0
statehouse	1.0
tham	1.0
rich	0.74062690695
first-hole	1.0
truck-building	0.945833057244
vice-consul	1.0
memoir	1.0
critisised	1.0
four-tenths	1.0
plate	0.685606985039
antinuclear	1.0
remotest	1.0
intracavernous	1.0
incongruent	1.0
equity-backed	1.0
clumsiness	1.0
well-devised	1.0
overbooking	1.0
reflag	1.0
rugged	0.96999612721
information-access	1.0
databank	1.0
misreported	1.0
leasers	1.0
humidification	1.0
stoically	1.0
jaguar	0.648884649314
loan-based	1.0
rectal	1.0
nicely	0.919066704224
past-the-post	1.0
boarder	1.0
accordance	0.967796980932
pretzel	1.0
patch	0.942228787129
eyelids	1.0
specially-invited	1.0
rehibilitation	1.0
corrent	1.0
apreciated	1.0
twice-daily	0.966992802247
boarded	1.0
cull	1.0
surplusses	1.0
uncomfirmed	1.0
oppposition	1.0
re-instatement	1.0
heirloom	1.0
clarified	0.949182485655
sensitivity	0.917700304215
rootstock	1.0
shoveling	1.0
innevitable	1.0
aggrement	1.0
three-bedroom	0.944742346955
disorganise	1.0
accesses	1.0
snowcats	1.0
once-teeming	1.0
accessing	1.0
rubout	1.0
clarifies	0.968704881337
then-banned	1.0
bio-safety	1.0
chins	1.0
lots	0.708808153838
droves	0.968410522157
overseas-owned	1.0
confirms	0.815797655037
loth	1.0
loto	1.0
maddenly	1.0
ations	1.0
imprimatur	1.0
timber	0.854391403134
proteases	1.0
ire	0.892400838395
letting	0.589578923047
redistricting	0.939379173673
retracing	1.0
extend	0.738423243489
nature	0.787177516948
preservationists	1.0
least-known	1.0
densely-packed	1.0
lapping	1.0
ultrasonics	1.0
polyols	0.940077025678
rabble-rousing	1.0
twang	0.868609430318
pharisee	1.0
extent	0.433225125509
butions	1.0
tendons	1.0
atoms	0.854068610767
non-politicians	1.0
non-union	0.968003091276
cur	1.0
tyranny	0.974900565222
myoclonic	1.0
veer	0.912599286433
voyeuristic	1.0
leisure-oriented	1.0
sleepiest	1.0
semi-state	1.0
heating	0.869775557399
incense	0.946608515362
levitating	1.0
super-competitive	1.0
outsanding	1.0
high-yielding	0.950300535692
lossed	1.0
incapacitated	1.0
polyesters	1.0
range-bound	1.0
southeastern	0.951997707572
fearlessly	1.0
eradicate	0.965978201544
zigged	1.0
obscenity	0.970962717993
mortified	1.0
assur	1.0
wherabouts	1.0
blonds	1.0
wearying	1.0
gypsies	1.0
unhealed	1.0
cult	0.858245716195
ingress	1.0
minuses	0.971614951936
month-long	1.0
surname	1.0
humming	1.0
organisational	1.0
joning	1.0
customisation	1.0
underdone	1.0
swathed	0.964183575042
satellite-monitoring	1.0
triviality	1.0
union	0.794837900009
truck-load	1.0
overweighed	1.0
suffragette	1.0
fro	1.0
fair-trade	1.0
test-match	1.0
wheel-to-wheel	1.0
muck	0.94227875081
accoridng	1.0
much	0.760775173092
wine-cellar	1.0
fru	1.0
undistinguished	0.944272711488
fry	0.966249392569
mothball	1.0
tallest	0.941853121763
non-married	1.0
toning	1.0
baloon	1.0
overmanaging	1.0
ministeral	1.0
retrospect	1.0
spit	1.0
dataprocessing	1.0
vulernable	1.0
nightflight	1.0
conifers	1.0
allotting	1.0
ancestoral	1.0
down-river	1.0
export-driven	1.0
low-water	1.0
abstains	1.0
doubts	0.846966245258
business-related	1.0
two-hundredths	0.937372118901
media-oriented	1.0
spin	0.883139286373
sixth-place	1.0
deicsion	1.0
single-plane	1.0
emploi	1.0
overflight	1.0
cul	0.945501436398
pre-employment	1.0
tularaemia	1.0
by-election	1.0
data-communications	1.0
preempting	1.0
we'er	1.0
bargain-hunters	0.976915884394
contingencies	0.964271757254
professionally	0.967146795624
paraglider	1.0
microbiological	1.0
naturel	1.0
disk-drive	0.867129731491
miniature	0.964051184241
unloading	0.802977086812
mechanising	1.0
prostrate	1.0
reunion	0.972074354372
elaborate	0.867907725614
eaiser	1.0
exoneration	1.0
diminuation	1.0
climbed	0.750622057756
burglars	1.0
canoeing	1.0
local-area	1.0
riparian	1.0
prefixed	1.0
ditching	1.0
verges	1.0
two-drug	1.0
embargos	1.0
conditioned	0.949522762825
counter-statements	1.0
eighteen	0.972732870157
wallowed	1.0
noncompetitive	0.915943004101
conditioner	0.96534663959
controversy	0.686930826892
insatiable	0.953566743354
serialisation	1.0
live-stock	1.0
bricklayer	1.0
bricks-and-mortar	1.0
memorial	0.946793960961
victualling	1.0
ignored	0.811822929825
ogether	1.0
first-mover	1.0
possibiltiy	1.0
remand	1.0
mummified	1.0
miniaturize	1.0
democracies	0.90539824869
statemate	1.0
militar	1.0
split	0.79996050255
hydrocracking	1.0
brines	1.0
visitations	1.0
provincials	1.0
codename	1.0
principals	0.688346054441
remans	1.0
tensive	1.0
chalking	0.960024702495
effortlessly	0.933327291114
communally	1.0
chauvinistic	1.0
marcher	1.0
controversa	1.0
qualifications	0.913311018834
refit	1.0
polycyclic	1.0
marched	0.792907333742
kittens	1.0
boiler	0.807551637046
rulebook	1.0
three-hole	1.0
card-based	1.0
torpedoed	1.0
cost-effectiveness	1.0
downwardly	1.0
midsized	0.904736435649
self-doubt	1.0
furlough	1.0
radionuclides	1.0
peremptory	0.97840712937
venant	1.0
militance	1.0
redeployments	1.0
mentors	0.970491277372
darkside	1.0
lock-in	1.0
slim	0.680879919663
academic	0.847459441631
stillness	1.0
six-color	1.0
cineastes	1.0
architecural	1.0
low-middle	1.0
dirtying	1.0
video-on-demand	1.0
massaging	1.0
plaque	0.967891536097
near-impossible	1.0
mortgage-lending	1.0
outlived	1.0
bellow	1.0
better-managed	1.0
mopier	1.0
lyssavirus	1.0
antagonists	0.952634461598
leak-proof	1.0
agrobiotechnology	1.0
tax-processing	1.0
lubes	1.0
half-starved	1.0
consolidated	0.860352399413
visability	1.0
scuh	1.0
airbag	1.0
portrayed	0.721335210042
career-enhancing	1.0
lasso	1.0
claudication	0.982581213457
terrific	0.858010217339
upsides	1.0
sweetly-struck	1.0
ham	0.90444678564
duffer	1.0
out-of-town	1.0
on-growing	1.0
weeeks	1.0
espouses	1.0
had	0.710227450112
insubordination	0.920121155772
watercolour	1.0
duffed	1.0
over-booked	1.0
nondelivery	1.0
mistyped	1.0
beloved	0.937588858905
duffel	1.0
mar	1.0
has	0.757645068267
espoused	1.0
transition-related	1.0
power-producing	1.0
trip.	1.0
loyalism	1.0
unblinkingly	1.0
eldery	1.0
test-fire	1.0
municipal	0.888866740702
cysts	1.0
irretrievable	1.0
elders	0.898396068971
survival	0.67565580321
online	1.0
hazelnuts	1.0
unequivocally	0.958013442989
palazzo	1.0
non-poverty	1.0
preceeds	1.0
indicative	0.870122227436
compaction	1.0
saying	0.532714872769
clustered	0.907129334675
swamps	1.0
shadow	0.866356562228
replace	0.72719156707
annihiliation	1.0
riskiness	0.774404281365
working-to-rule	1.0
masonic	1.0
pennies	0.786751292564
six-cylinder	1.0
subseqently	1.0
fournir	1.0
emphasied	1.0
pro-liberalisation	1.0
experimentally	0.961481874114
tier	1.0
misdemeanors	0.966606868715
unabashedly	1.0
proofers	1.0
front-loading	1.0
assocated	1.0
unsinkable	1.0
crowd	0.841486609004
taing	1.0
walk-on	1.0
add	0.561279847961
mosques	1.0
ash	0.979686562975
crown	0.915764295848
postmaster	0.884571995221
proportionally	1.0
deflection	1.0
crows	0.912633488074
mishit	1.0
bird-pollinated	1.0
prospectuses	0.983146284525
re-escalation	1.0
late-winter	1.0
billboard	1.0
fiduciary	0.895293321173
below-inflation	1.0
decollectivisation	1.0
superstructure	1.0
botton	1.0
peerless	0.936528363309
double-agent	1.0
lockdown	1.0
inhuman	0.96902303297
plucked	1.0
nearsightedness	1.0
sledge	1.0
demystifying	1.0
six-axle	1.0
inflation-target	1.0
syphilis	1.0
depeartment	1.0
six-game	0.863186837129
monetization	1.0
completly	1.0
sensitising	1.0
murrelet	1.0
non-exceptional	1.0
unequipped	1.0
low-yielding	1.0
giant-sized	1.0
varicose	1.0
black-and-blue	1.0
inter-continental	1.0
unbroadcast	1.0
orimulsion	1.0
narow	1.0
brigader	1.0
brigades	1.0
threes	1.0
stutter	0.941059055598
starring	0.922704021212
mediocrity	1.0
filaments	1.0
three-to-nine	1.0
tax-supported	1.0
allthe	1.0
accelerations	1.0
visitng	1.0
stoker	1.0
stokes	1.0
behavour	1.0
restlessness	1.0
spaceships	1.0
walrus	1.0
decomissioning	1.0
anomalous	0.906881220934
cheese-filled	1.0
machinegun	1.0
officeholders	1.0
over-balanced	1.0
dermatologists	1.0
newly-emerging	1.0
stoked	0.967321395594
lower-key	1.0
ribozymes	1.0
ill-founded	1.0
god-kings	1.0
reclassify	1.0
pre-tax	0.892451230204
university.	1.0
one-inch	0.845314962769
predited	1.0
infraction	1.0
marshall	0.631588919558
honeymoon	0.975041579089
nongovernmental	1.0
district-based	1.0
administer	0.927027279039
beings	0.842092106065
one-fourth	0.903282605819
marshals	1.0
hallucinogenic	1.0
shoots	0.917256441164
off-the-cuff	1.0
appropriators	0.906645786535
supply-and-demand	1.0
stab	0.977332911194
blood-coagulation	1.0
foothold	0.84446618352
approx.	1.0
coordinators	1.0
refinancings	1.0
altitude	0.93642876153
lastest	0.954610887866
mutiliated	1.0
tame	0.858137141997
systems.	1.0
publicly-traded	1.0
grasping	0.972587268825
despises	1.0
tree-clearing	1.0
condensor	1.0
cautioning	0.969299248427
rapes	1.0
medallists	1.0
contusions	1.0
imaged	1.0
adjournments	1.0
grooms	1.0
self-catheterisation	1.0
perfumes	1.0
waistcoat	1.0
trolley-buses	1.0
creator-god	1.0
lapses	0.967697079509
hunkiest	1.0
denoting	1.0
nonvoting	0.907030124963
hot-tempered	0.973528803869
being.	1.0
de-stocking	0.924272158469
verde	0.960875782639
perfumed	0.973009312075
commercial-free	1.0
she-devils	1.0
spokesperson	0.705077232763
inabilty	1.0
safeguard	0.809831867412
incinerator	0.755660183314
www.company.com	1.0
unliveable	1.0
duel	0.895839526069
rousted	1.0
humbled	0.967751558697
flawlessly	1.0
azo	1.0
arrays	1.0
poverty-ridden	1.0
morning	0.517772508738
fascist-like	1.0
smashes	1.0
dominants	1.0
break-up	0.980851763504
imporving	1.0
open-air	1.0
unanimous	0.91626710268
servings	1.0
soldering	0.93560759468
sportifs	1.0
duer	1.0
dues	1.0
refillable	0.936358713802
passenger	0.5817493265
disgrace	0.964412454603
unvieled	1.0
extenuated	1.0
megahertz	1.0
chipped	0.962200817127
fourballs	1.0
age-groups	1.0
sanatoria	1.0
forestland	1.0
ana	0.55112164267
sentimentality	0.972813118817
coal-based	1.0
bedsheet	1.0
decapitation	1.0
timezone	1.0
slagheaps	1.0
fibroids	1.0
aveage	1.0
triangles	0.976612099991
preconfirmation	1.0
slurring	1.0
mid-sixties	1.0
wading	1.0
eventual	0.528863378233
minds.	1.0
storybook	1.0
use-by	1.0
oxygenated	1.0
rebelious	1.0
narrowband	1.0
underfed	1.0
role	0.487915230862
brent	0.685982847466
remanufactures	1.0
carbonaceous	1.0
tamely	1.0
oxygenates	1.0
truncheons	1.0
technology-oriented	1.0
time-keeping	1.0
diagonals	1.0
theorist	0.976398777093
intend	0.792453894585
preannouncement	1.0
palms	0.920845116615
units.	1.0
apartheid-free	1.0
disctrict	1.0
outage	0.823488550443
contactor	1.0
plants.	1.0
president-for-life	1.0
much-admired	1.0
substitue	1.0
televsion	1.0
frustation	1.0
smelling	0.977696349286
variable	0.984570172912
transporter	0.965744778442
unrisked	1.0
hawker	1.0
camisoles	1.0
explosions	0.691479862576
salmonella	0.840308264577
exuberantly	1.0
laughed	0.90363976712
multi-application	1.0
energy-rich	1.0
farewelling	1.0
multi-denominational	1.0
health-giving	1.0
toll-road	1.0
yield-lowering	1.0
worker-based	1.0
over-estimated	1.0
ordination	1.0
spirital	1.0
reversible	0.935117261617
stoking	0.936990632148
broker-based	1.0
over-estimates	1.0
erred	0.902894187478
higher-price	1.0
steelhead	1.0
jewel-encrusted	1.0
embrittled	1.0
gown	1.0
age-defying	1.0
disassociate	0.953619243965
whoever	0.80261164877
scalps	0.956601312793
machination	1.0
disaster-related	1.0
field-goal	1.0
fivefold	0.922572977394
cushy	1.0
experiments	0.669028419819
phonenumber	1.0
bemedalled	1.0
bandits	1.0
serially	1.0
encourageing	1.0
chair	0.701522474936
anti-fertility	1.0
economy-wide	1.0
co-prime	1.0
pressure-sensitive	1.0
injectible	1.0
amplification	1.0
grapples	0.964691481486
qualtiy	1.0
cardlock	1.0
freelance	1.0
megawatts	0.9607892
photocopiers	0.942097356546
fist	0.973312801474
crater	1.0
overregulation	1.0
grappled	0.965238516685
cliched	0.910891378927
parimutuel	1.0
foreseable	1.0
macho	0.964868066659
poorly-constructed	1.0
taconite	1.0
methodical	0.853249405754
boom/bust	1.0
tenacious	0.935950508182
over-the-top	1.0
downloading	1.0
paychecks	0.874709059525
forestries	1.0
jerk	1.0
slash-and-burn	1.0
strenghened	1.0
expandable	1.0
intake	0.95612927543
biopharmaceuticals	1.0
radioisotope	1.0
hardwork	1.0
stitchers	1.0
embark	0.898605864105
gloomy	0.73822605541
self-governments	1.0
instil	1.0
stays	0.903441943624
monetisation	1.0
southpaw	1.0
pranced	1.0
in-roads	1.0
exact	0.665001045048
minute	0.837680175179
currency-specific	1.0
ammounts	1.0
super-maximum	1.0
cooks	0.976009737917
super-regulator	1.0
dextropropoxyphene	1.0
prizemoney	1.0
valley	0.76105744519
advertising-related	1.0
twin-domed	1.0
btween	1.0
istitutions	1.0
skewed	0.973093339888
refueled	1.0
pursue	0.606495548745
illustrators	1.0
too-low	1.0
two-seeded	1.0
defaults	0.758149455922
day-traders	1.0
threee	1.0
prefects	1.0
consititutional	1.0
once-booming	1.0
multiprocessing	1.0
once-prosperous	1.0
batsmen	1.0
mail-boxes	1.0
no-shows	1.0
director/officer	1.0
meadow	1.0
versatility	1.0
intial	1.0
hindered	0.909370743288
consolidates	0.892463540507
copyrighted	0.921412749861
lengthened	0.891351184071
gnawed	1.0
values-based	1.0
shirts	0.878374493531
blose	1.0
catolog	1.0
patient	0.928881786259
six-seat	1.0
adorns	1.0
breakthough	1.0
halyards	1.0
bagging	1.0
headset	1.0
digtal	1.0
post-reform	1.0
crop-based	1.0
celebrated	0.885905471289
deep-cut	1.0
electrocutions	1.0
wayward	0.967775487072
kabul	0.926470319647
cobalt-rich	1.0
econimic	1.0
paedophila	1.0
developping	1.0
re-delivery	1.0
geography	0.884603754251
boost	0.749981759458
roller-blading	1.0
unintentionally	0.966743586294
performant	1.0
drafted	0.672583234339
coccyx	1.0
oldies	1.0
climbs	0.895057178099
honour	1.0
terabytes	1.0
espcially	1.0
ankle-length	1.0
paedophile	1.0
credit-checking	1.0
nemesis	0.925933624082
